id,latitude,longitude,location,vehicle_number,vehicle_type,description,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp,created_at_ist,violation_items,parking_violation,date,month,weekday,hour,is_peak_hour,is_weekend,near_junction,violation_severity,vehicle_pcu,junction_weight,peak_weight,grid_lat,grid_lon,grid_id,incident_impact
FKID001134,12.9615295,77.5837787,"New Mission Road, Kumbaragundi, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1127,SCOOTER,,"[""NO PARKING""]",[113],2024-03-15 00:46:46+00,,2024-03-15 00:48:54.537567+00,FKDEV00298,FKUSR00297,12.0,Halasuru Gate,True,"BTP168 - MSR Building, JC Road",,2024-04-01 19:43:51.57938+00,FKN00GL1127,SCOOTER,approved,2024-04-15 00:55:50.82+00,2024-03-15 06:16:46+05:30,['NO PARKING'],True,2024-03-15,2024-03,Friday,6,0,0,1,1.0,0.4,1.25,1.0,12.962,77.584,"12.962,77.584",0.5
FKID001135,12.9614207,77.5838047,"New Mission Road, Kumbaragundi, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1128,LGV,,"[""NO PARKING""]",[113],2024-03-15 00:42:46+00,,2024-03-15 00:48:49.861559+00,FKDEV00298,FKUSR00297,12.0,Halasuru Gate,True,"BTP168 - MSR Building, JC Road",,2024-04-01 19:43:51.557016+00,FKN00GL1128,LGV,approved,2024-04-15 00:40:18.738+00,2024-03-15 06:12:46+05:30,['NO PARKING'],True,2024-03-15,2024-03,Friday,6,0,0,1,1.0,1.35,1.25,1.0,12.961,77.584,"12.961,77.584",1.6875
FKID001136,12.9992441,77.550738,"19th Main Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL1129,CAR,,"[""WRONG PARKING""]",[112],2024-03-15 00:35:46+00,,2024-03-15 00:48:50.971952+00,FKDEV00270,FKUSR00269,19.0,Malleshwaram,True,"BTP182 - 19th Main Junction, Rajajinagar",,2024-04-01 19:43:51.559568+00,FKN00GL1129,CAR,approved,2024-04-14 06:22:39.26+00,2024-03-15 06:05:46+05:30,['WRONG PARKING'],True,2024-03-15,2024-03,Friday,6,0,0,1,1.05,1.0,1.25,1.0,12.999,77.551,"12.999,77.551",1.3125
FKID001137,12.9614417,77.5838927,"New Mission Road, Kumbaragundi, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1130,CAR,,"[""NO PARKING"",""PARKING IN A MAIN ROAD""]","[113,107]",2024-03-15 00:43:46+00,,2024-03-15 00:48:51.793114+00,FKDEV00298,FKUSR00297,12.0,Halasuru Gate,True,"BTP168 - MSR Building, JC Road",,2024-04-01 19:43:51.564301+00,FKN00GL1130,CAR,approved,2024-04-15 00:40:29.955+00,2024-03-15 06:13:46+05:30,"['NO PARKING', 'PARKING IN A MAIN ROAD']",True,2024-03-15,2024-03,Friday,6,0,0,1,1.4,1.0,1.25,1.0,12.961,77.584,"12.961,77.584",1.75
FKID001138,12.9991757,77.550794,"19th Main Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL1131,CAR,,"[""WRONG PARKING""]",[112],2024-03-15 00:37:46+00,,2024-03-15 00:48:53.78507+00,FKDEV00270,FKUSR00269,19.0,Malleshwaram,True,"BTP182 - 19th Main Junction, Rajajinagar",,2024-04-01 19:43:51.576564+00,FKN00GL1131,CAR,approved,2024-04-14 06:28:23.356+00,2024-03-15 06:07:46+05:30,['WRONG PARKING'],True,2024-03-15,2024-03,Friday,6,0,0,1,1.05,1.0,1.25,1.0,12.999,77.551,"12.999,77.551",1.3125
FKID001139,12.9615295,77.5837787,"New Mission Road, Kumbaragundi, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1132,SCOOTER,,"[""NO PARKING""]",[113],2024-03-15 00:44:46+00,,2024-03-15 00:48:53.205378+00,FKDEV00298,FKUSR00297,12.0,Halasuru Gate,True,"BTP168 - MSR Building, JC Road",,2024-04-01 19:43:51.571735+00,FKN00GL1132,SCOOTER,approved,2024-04-15 00:40:53.365+00,2024-03-15 06:14:46+05:30,['NO PARKING'],True,2024-03-15,2024-03,Friday,6,0,0,1,1.0,0.4,1.25,1.0,12.962,77.584,"12.962,77.584",0.5
FKID001140,12.9817507,77.5986818,"Cunningham Road, Mantri Altiue Apartment, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1133,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-15 00:36:46+00,,2024-03-15 00:48:52.405916+00,FKDEV00316,FKUSR00315,16.0,Shivajinagar,True,BTP042 - Minsk Square Junction (CTO),,2024-04-01 19:43:51.566841+00,FKN00GL1133,SCOOTER,approved,2024-04-14 06:23:14.747+00,2024-03-15 06:06:46+05:30,['WRONG PARKING'],True,2024-03-15,2024-03,Friday,6,0,0,1,1.05,0.4,1.25,1.0,12.982,77.599,"12.982,77.599",0.525
FKID001141,12.9994431,77.5507114,"19th Main Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL1134,CAR,,"[""WRONG PARKING""]",[112],2024-03-15 00:35:46+00,,2024-03-15 00:48:49.232295+00,FKDEV00270,FKUSR00269,19.0,Malleshwaram,True,"BTP182 - 19th Main Junction, Rajajinagar",,2024-04-01 19:43:51.552192+00,FKN00GL1134,CAR,approved,2024-04-14 06:23:14.629+00,2024-03-15 06:05:46+05:30,['WRONG PARKING'],True,2024-03-15,2024-03,Friday,6,0,0,1,1.05,1.0,1.25,1.0,12.999,77.551,"12.999,77.551",1.3125
FKID001142,13.0118838,77.5545847,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL1135,CAR,,"[""NO PARKING""]",[113],2023-12-24 05:44:46+00,,2023-12-24 21:42:11.690589+00,FKDEV00317,FKUSR00316,19.0,Malleshwaram,False,No Junction,,,,,,,2023-12-24 11:14:46+05:30,['NO PARKING'],True,2023-12-24,2023-12,Sunday,11,0,1,0,1.0,1.0,1.0,1.0,13.012,77.555,"13.012,77.555",1.0
FKID001143,12.9991757,77.550794,"19th Main Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL1136,CAR,,"[""NO PARKING""]",[113],2024-03-15 00:36:46+00,,2024-03-15 00:48:52.548171+00,FKDEV00270,FKUSR00269,19.0,Malleshwaram,True,"BTP182 - 19th Main Junction, Rajajinagar",,2024-04-01 19:43:51.56932+00,FKN00GL1136,CAR,approved,2024-04-14 06:23:39.105+00,2024-03-15 06:06:46+05:30,['NO PARKING'],True,2024-03-15,2024-03,Friday,6,0,0,1,1.0,1.0,1.25,1.0,12.999,77.551,"12.999,77.551",1.25
FKID001144,12.93446699,77.69040515,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL1058,SCOOTER,,"[""NO PARKING"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING IN A MAIN ROAD""]","[113,112,111,107]",2024-03-15 00:46:46+00,,2024-03-15 00:49:37.824057+00,FKDEV00016,FKUSR00016,13.0,HAL Old Airport,True,No Junction,,2024-04-01 19:44:51.183703+00,FKN00GL1058,SCOOTER,approved,2024-04-15 00:43:11.72+00,2024-03-15 06:16:46+05:30,"['NO PARKING', 'WRONG PARKING', 'PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC', 'PARKING IN A MAIN ROAD']",True,2024-03-15,2024-03,Friday,6,0,0,0,1.4,0.4,1.0,1.0,12.934,77.69,"12.934,77.69",0.5599999999999999
FKID001145,12.93446699,77.69040515,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL1056,MOTOR CYCLE,,"[""NO PARKING"",""WRONG PARKING"",""PARKING IN A MAIN ROAD"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]","[113,112,107,111]",2024-03-15 00:35:46+00,,2024-03-15 00:49:36.515849+00,FKDEV00016,FKUSR00016,13.0,HAL Old Airport,True,No Junction,,2024-04-01 19:44:51.181145+00,FKN00GL1056,MOTOR CYCLE,approved,2024-04-14 01:38:54.981+00,2024-03-15 06:05:46+05:30,"['NO PARKING', 'WRONG PARKING', 'PARKING IN A MAIN ROAD', 'PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC']",True,2024-03-15,2024-03,Friday,6,0,0,0,1.4,0.4,1.0,1.0,12.934,77.69,"12.934,77.69",0.5599999999999999
FKID001146,12.93446699,77.69040515,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL1053,MOTOR CYCLE,,"[""NO PARKING"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING IN A MAIN ROAD""]","[113,112,111,107]",2024-03-15 00:47:46+00,,2024-03-15 00:49:39.041972+00,FKDEV00016,FKUSR00016,13.0,HAL Old Airport,True,No Junction,,2024-04-01 19:44:51.186341+00,FKN00GL1053,MOTOR CYCLE,approved,2024-04-15 01:00:31.243+00,2024-03-15 06:17:46+05:30,"['NO PARKING', 'WRONG PARKING', 'PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC', 'PARKING IN A MAIN ROAD']",True,2024-03-15,2024-03,Friday,6,0,0,0,1.4,0.4,1.0,1.0,12.934,77.69,"12.934,77.69",0.5599999999999999
FKID001147,12.9993651,77.5507275,"19th Main Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL1137,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-15 00:48:46+00,,2024-03-15 00:49:45.621678+00,FKDEV00270,FKUSR00269,19.0,Malleshwaram,True,"BTP182 - 19th Main Junction, Rajajinagar",,2024-04-01 19:45:52.583824+00,FKN00GL1137,SCOOTER,approved,2024-04-15 00:44:54.231+00,2024-03-15 06:18:46+05:30,['WRONG PARKING'],True,2024-03-15,2024-03,Friday,6,0,0,1,1.05,0.4,1.25,1.0,12.999,77.551,"12.999,77.551",0.525
FKID001148,12.9545156,77.589349,"Sri Kolada Mata Road, Sudama Nagar, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",FKN00GL1138,PASSENGER AUTO,,"[""NO PARKING""]",[113],2023-12-19 06:25:46+00,,2023-12-19 08:06:40.73194+00,FKDEV00318,FKUSR00317,32.0,Wilson Garden,False,BTP103 - Shanti Nagar TTMC,,,,,,,2023-12-19 11:55:46+05:30,['NO PARKING'],True,2023-12-19,2023-12,Tuesday,11,0,0,1,1.0,0.75,1.25,1.0,12.955,77.589,"12.955,77.589",0.9375
FKID001149,12.9993651,77.5507275,"19th Main Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL1139,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-15 00:35:46+00,,2024-03-15 00:49:44.330634+00,FKDEV00270,FKUSR00269,19.0,Malleshwaram,True,"BTP182 - 19th Main Junction, Rajajinagar",,2024-04-01 19:45:52.581372+00,FKN00GL1139,SCOOTER,approved,2024-04-14 06:25:42.688+00,2024-03-15 06:05:46+05:30,['WRONG PARKING'],True,2024-03-15,2024-03,Friday,6,0,0,1,1.05,0.4,1.25,1.0,12.999,77.551,"12.999,77.551",0.525
FKID001150,12.9550949,77.5876432,"Sri Kolada Mata Road, Sudama Nagar, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",FKN00GL1140,SCOOTER,,"[""NO PARKING""]",[113],2023-12-19 06:28:46+00,,2023-12-19 08:07:05.037363+00,FKDEV00318,FKUSR00317,32.0,Wilson Garden,False,BTP192 - Urvashi Theater,,,,,,,2023-12-19 11:58:46+05:30,['NO PARKING'],True,2023-12-19,2023-12,Tuesday,11,0,0,1,1.0,0.4,1.25,1.0,12.955,77.588,"12.955,77.588",0.5
FKID001151,12.9775235,77.5743105,"Major T Ramachandrappa Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL1141,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-03-15 00:22:46+00,,2024-03-15 00:50:14.762982+00,FKDEV00319,FKUSR00318,3.0,Upparpet,True,BTP045 - Danvanthri Road Junction,,2024-04-01 19:45:52.605756+00,FKN00GL1141,PASSENGER AUTO,approved,2024-04-15 01:07:03.666+00,2024-03-15 05:52:46+05:30,['WRONG PARKING'],True,2024-03-15,2024-03,Friday,5,0,0,1,1.05,0.75,1.25,1.0,12.978,77.574,"12.978,77.574",0.9843750000000001
FKID001152,12.9773176,77.5744303,"2nd Main Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL1142,LGV,,"[""WRONG PARKING""]",[112],2024-03-15 00:23:46+00,,2024-03-15 00:50:15.900596+00,FKDEV00319,FKUSR00318,3.0,Upparpet,True,BTP045 - Danvanthri Road Junction,,2024-04-01 19:45:52.608092+00,FKN00GL1142,LGV,approved,2024-04-15 01:07:14.103+00,2024-03-15 05:53:46+05:30,['WRONG PARKING'],True,2024-03-15,2024-03,Friday,5,0,0,1,1.05,1.35,1.25,1.0,12.977,77.574,"12.977,77.574",1.7718750000000003
FKID001153,12.9615313,77.5837133,"New Mission Road, Kumbaragundi, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1143,SCOOTER,,"[""NO PARKING""]",[113],2024-03-15 00:49:46+00,,2024-03-15 00:50:52.571953+00,FKDEV00298,FKUSR00297,12.0,Halasuru Gate,True,"BTP168 - MSR Building, JC Road",,2024-04-01 19:46:51.899331+00,FKN00GL1143,SCOOTER,approved,2024-04-15 01:05:56.416+00,2024-03-15 06:19:46+05:30,['NO PARKING'],True,2024-03-15,2024-03,Friday,6,0,0,1,1.0,0.4,1.25,1.0,12.962,77.584,"12.962,77.584",0.5
FKID001154,12.9615313,77.5837133,"New Mission Road, Kumbaragundi, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1144,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-03-15 00:49:46+00,,2024-03-15 00:50:53.666047+00,FKDEV00298,FKUSR00297,12.0,Halasuru Gate,True,"BTP168 - MSR Building, JC Road",,2024-04-01 19:46:51.90213+00,FKN00GL1144,MOTOR CYCLE,approved,2024-04-15 01:10:12.195+00,2024-03-15 06:19:46+05:30,['NO PARKING'],True,2024-03-15,2024-03,Friday,6,0,0,1,1.0,0.4,1.25,1.0,12.962,77.584,"12.962,77.584",0.5
FKID001155,12.9615313,77.5837133,"New Mission Road, Kumbaragundi, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL1145,SCOOTER,,"[""NO PARKING""]",[113],2024-03-15 00:44:46+00,,2024-03-15 00:50:49.845041+00,FKDEV00298,FKUSR00297,12.0,Halasuru Gate,True,"BTP168 - MSR Building, JC Road",,2024-04-01 19:46:51.889482+00,FKN00GL1145,SCOOTER,approved,2024-04-15 01:08:48.633+00,2024-03-15 06:14:46+05:30,['NO PARKING'],True,2024-03-15,2024-03,Friday,6,0,0,1,1.0,0.4,1.25,1.0,12.962,77.584,"12.962,77.584",0.5
FKID001156,12.9752236,77.5747876,"Major T Ramachandrappa Road, Subash Nagar, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL1146,MAXI-CAB,,"[""NO PARKING""]",[113],2023-11-30 01:27:46+00,,2023-11-30 01:33:06.552973+00,FKDEV00320,FKUSR00319,3.0,Upparpet,True,BTP045 - Danvanthri Road Junction,,,FKN00GL1146,MAXI-CAB,approved,2023-11-30 23:08:37.767+00,2023-11-30 06:57:46+05:30,['NO PARKING'],True,2023-11-30,2023-11,Thursday,6,0,0,1,1.0,1.2,1.25,1.0,12.975,77.575,"12.975,77.575",1.5
FKID001157,13.0070979,77.5786835,"3rd Main Road, Bashyam Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",FKN00GL1147,SCOOTER,,"[""NO PARKING""]",[113],2024-03-15 00:50:46+00,,2024-03-15 00:51:25.73885+00,FKDEV00321,FKUSR00320,10.0,Sadashivanagar,True,No Junction,,2024-04-01 19:47:52.249998+00,FKN00GL1147,SCOOTER,approved,2024-04-15 01:15:53.181+00,2024-03-15 06:20:46+05:30,['NO PARKING'],True,2024-03-15,2024-03,Friday,6,0,0,0,1.0,0.4,1.0,1.0,13.007,77.579,"13.007,77.579",0.4
FKID001158,12.9943584,77.7577283,"Whitefield Main Road, Gopal Krishna Nagar, Kadugodi Plantation, Bengaluru, Karnataka. Pin-560067 (India)",FKN00GL1148,CAR,,"[""NO PARKING""]",[113],2023-11-29 20:47:46+00,,2023-11-30 00:07:08.552498+00,FKDEV00059,FKUSR00059,84.0,Mahadevapura,True,No Junction,,,FKN00GL1148,CAR,approved,2023-11-30 23:07:56.241+00,2023-11-30 02:17:46+05:30,['NO PARKING'],True,2023-11-30,2023-11,Thursday,2,0,0,0,1.0,1.0,1.0,1.0,12.994,77.758,"12.994,77.758",1.0
FKID001159,12.980287,77.5560646,"80 Feet Ring Road, Gubbanna Industrial Estate, Block 6, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL1149,MAXI-CAB,,"[""NO PARKING"",""PARKING IN A MAIN ROAD""]","[113,107]",2023-11-29 20:47:46+00,,2023-11-30 00:40:05.302221+00,FKDEV00322,FKUSR00321,29.0,Magadi Road,True,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",,,FKN00GL1149,MAXI-CAB,approved,2023-11-30 23:07:48.764+00,2023-11-30 02:17:46+05:30,"['NO PARKING', 'PARKING IN A MAIN ROAD']",True,2023-11-30,2023-11,Thursday,2,0,0,1,1.4,1.2,1.25,1.0,12.98,77.556,"12.98,77.556",2.1
FKID001160,12.9940812,77.5635387,"3rd Main Road, Erappa Block, LN Puram, Bengaluru, Karnataka. Pin-560021 (India)",FKN00GL1150,SCOOTER,,"[""NO PARKING"",""PARKING ON FOOTPATH""]","[113,105]",2024-03-15 00:50:46+00,,2024-03-15 00:52:52.441829+00,FKDEV00323,FKUSR00322,87.0,Sheshadripuram,True,No Junction,,2024-04-01 19:48:52.968393+00,FKN00GL1150,SCOOTER,approved,2024-04-15 01:24:53.093+00,2024-03-15 06:20:46+05:30,"['NO PARKING', 'PARKING ON FOOTPATH']",True,2024-03-15,2024-03,Friday,6,0,0,0,1.1,0.4,1.0,1.0,12.994,77.564,"12.994,77.564",0.44000000000000006
FKID001161,12.9755889,77.5748408,"Kempegowda Road, Elite Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL1151,CAR,,"[""WRONG PARKING""]",[112],2024-03-14 23:16:46+00,,2024-03-15 00:53:42.48786+00,FKDEV00126,FKUSR00126,3.0,Upparpet,True,BTP045 - Danvanthri Road Junction,,2024-04-01 19:49:54.686036+00,FKN00GL1151,CAR,approved,2024-04-15 00:51:14.662+00,2024-03-15 04:46:46+05:30,['WRONG PARKING'],True,2024-03-15,2024-03,Friday,4,0,0,1,1.05,1.0,1.25,1.0,12.976,77.575,"12.976,77.575",1.3125
FKID001162,13.001495,77.55041,"19th Main Road, Ketamaranahalli, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL1152,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-03-15 00:49:46+00,,2024-03-15 00:53:27.532027+00,FKDEV00270,FKUSR00269,19.0,Malleshwaram,True,"BTP026 - 1st Block Junction, Rajajinagar",,2024-04-01 19:49:54.661404+00,FKN00GL1152,MOTOR CYCLE,approved,2024-04-15 01:21:15.316+00,2024-03-15 06:19:46+05:30,['WRONG PARKING'],True,2024-03-15,2024-03,Friday,6,0,0,1,1.05,0.4,1.25,1.0,13.001,77.55,"13.001,77.55",0.525
FKID001163,13.001495,77.55041,"19th Main Road, Ketamaranahalli, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL1153,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-03-15 00:30:46+00,,2024-03-15 00:53:26.702317+00,FKDEV00270,FKUSR00269,19.0,Malleshwaram,True,"BTP026 - 1st Block Junction, Rajajinagar",,2024-04-01 19:49:54.658975+00,FKN00GL1153,MOTOR CYCLE,approved,2024-04-15 01:07:49.168+00,2024-03-15 06:00:46+05:30,['WRONG PARKING'],True,2024-03-15,2024-03,Friday,6,0,0,1,1.05,0.4,1.25,1.0,13.001,77.55,"13.001,77.55",0.525
FKID001164,13.001495,77.55041,"19th Main Road, Ketamaranahalli, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL1154,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-03-15 00:50:46+00,,2024-03-15 00:53:28.48179+00,FKDEV00270,FKUSR00269,19.0,Malleshwaram,True,"BTP026 - 1st Block Junction, Rajajinagar",,2024-04-01 19:49:54.666021+00,FKN00GL1154,MOTOR CYCLE,approved,2024-04-15 01:30:29.758+00,2024-03-15 06:20:46+05:30,['WRONG PARKING'],True,2024-03-15,2024-03,Friday,6,0,0,1,1.05,0.4,1.25,1.0,13.001,77.55,"13.001,77.55",0.525
FKID001165,12.9535362,77.542713,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",FKN00GL1155,CAR,,"[""WRONG PARKING""]",[112],2023-11-30 04:46:46+00,,2023-11-30 04:51:42.352572+00,FKDEV00197,FKUSR00197,26.0,Byatarayanapura,True,"BTP095 - Satellite Bus Stand, Mysore Road",,,FKN00GL1155,CAR,rejected,2023-11-30 23:10:29.459+00,2023-11-30 10:16:46+05:30,['WRONG PARKING'],True,2023-11-30,2023-11,Thursday,10,1,0,1,1.05,1.0,1.25,1.2,12.954,77.543,"12.954,77.543",1.575
FKID001166,12.93446699,77.69040515,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL1156,CAR,,"[""NO PARKING"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""DOUBLE PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""USING BLACK FILM/OTHER MATERIALS""]","[113,112,111,109,108,107,104,133]",2024-03-15 00:34:46+00,,2024-03-15 00:54:26.524491+00,FKDEV00016,FKUSR00016,13.0,HAL Old Airport,True,No Junction,,2024-04-01 19:51:54.347658+00,FKN00GL1156,CAR,approved,2024-04-14 01:39:39.189+00,2024-03-15 06:04:46+05:30,"['NO PARKING', 'WRONG PARKING', 'PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC', 'DOUBLE PARKING', 'PARKING OPPOSITE TO ANOTHER PARKED VEHICLE', 'PARKING IN A MAIN ROAD', 'PARKING NEAR ROAD CROSSING', 'USING BLACK FILM/OTHER MATERIALS']",True,2024-03-15,2024-03,Friday,6,0,0,0,1.6,1.0,1.0,1.0,12.934,77.69,"12.934,77.69",1.6
FKID001167,12.9792984,77.6070698,"Infantry Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1157,MAXI-CAB,,"[""NO PARKING""]",[113],2024-03-15 00:51:46+00,,2024-03-15 00:54:43.598468+00,FKDEV00324,FKUSR00323,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,2024-04-01 19:51:54.373104+00,FKN00GL1157,MAXI-CAB,approved,2024-04-15 01:26:47.771+00,2024-03-15 06:21:46+05:30,['NO PARKING'],True,2024-03-15,2024-03,Friday,6,0,0,1,1.0,1.2,1.25,1.0,12.979,77.607,"12.979,77.607",1.5
FKID001168,12.9322836,77.5158805,"Sri Sri Sri Tiruchi Mahaswamiji Road, Ideal Home Township, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)",FKN00GL1158,CAR,,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2024-03-14 07:05:46+00,,2024-03-15 00:54:26.560738+00,FKDEV00304,FKUSR00303,42.0,Kengeri,True,No Junction,,2024-04-01 19:51:54.350583+00,FKN00GL1158,CAR,approved,2024-04-06 05:28:39.639+00,2024-03-14 12:35:46+05:30,"['PARKING IN A MAIN ROAD', 'NO PARKING']",True,2024-03-14,2024-03,Thursday,12,0,0,0,1.4,1.0,1.0,1.0,12.932,77.516,"12.932,77.516",1.4
FKID001169,12.9755739,77.5760984,"6th Main Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL1159,CAR,,"[""WRONG PARKING""]",[112],2024-03-15 00:52:46+00,,2024-03-15 00:54:40.685627+00,FKDEV00020,FKUSR00020,3.0,Upparpet,True,BTP040 - Elite Junction,,2024-04-01 19:51:54.370716+00,FKN00GL1159,CAR,approved,2024-04-15 01:35:47.046+00,2024-03-15 06:22:46+05:30,['WRONG PARKING'],True,2024-03-15,2024-03,Friday,6,0,0,1,1.05,1.0,1.25,1.0,12.976,77.576,"12.976,77.576",1.3125
FKID001170,12.9536895,77.5428315,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",FKN00GL1160,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2023-11-30 04:46:46+00,,2023-11-30 04:51:40.48381+00,FKDEV00197,FKUSR00197,26.0,Byatarayanapura,True,"BTP095 - Satellite Bus Stand, Mysore Road",,,FKN00GL1160,PASSENGER AUTO,approved,2023-11-30 23:11:21.997+00,2023-11-30 10:16:46+05:30,['WRONG PARKING'],True,2023-11-30,2023-11,Thursday,10,1,0,1,1.05,0.75,1.25,1.2,12.954,77.543,"12.954,77.543",1.1812500000000001
FKID001171,12.9328325,77.5159565,"1st Cross Road, Ideal Home Township, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)",FKN00GL1161,CAR,,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2024-03-14 07:35:46+00,,2024-03-15 00:54:59.168952+00,FKDEV00304,FKUSR00303,42.0,Kengeri,True,No Junction,,2024-04-01 19:51:54.385111+00,FKN00GL1161,CAR,approved,2024-04-06 05:28:40.724+00,2024-03-14 13:05:46+05:30,"['PARKING IN A MAIN ROAD', 'NO PARKING']",True,2024-03-14,2024-03,Thursday,13,0,0,0,1.4,1.0,1.0,1.0,12.933,77.516,"12.933,77.516",1.4
FKID001172,12.9536172,77.5427216,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",FKN00GL1162,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2023-11-30 04:46:46+00,,2023-11-30 04:51:41.390593+00,FKDEV00197,FKUSR00197,26.0,Byatarayanapura,True,"BTP095 - Satellite Bus Stand, Mysore Road",,,FKN00GL1162,PASSENGER AUTO,rejected,2023-11-30 23:11:38.049+00,2023-11-30 10:16:46+05:30,['WRONG PARKING'],True,2023-11-30,2023-11,Thursday,10,1,0,1,1.05,0.75,1.25,1.2,12.954,77.543,"12.954,77.543",1.1812500000000001
